track	indicator	file	line	preliminary_risk	reason	recommended_next_action
Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1361	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1463	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1500	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1620	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1622	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	clerk-test.html	244	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	scripts/profile-loader.js	193	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	scripts/profile-loader.js	215	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	scripts/profile-loader.js	223	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	scripts/require-auth.js	6	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	scripts/require-auth.js	14	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	scripts/require-auth.js	20	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	scripts/require-auth.js	25	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	scripts/require-auth.js	27	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	scripts/supabase-auth-bridge.js	117	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	scripts/supabase-auth-bridge.js	120	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	scripts/supabase-auth-bridge.js	163	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	supabase/functions/send-verification-email/index.ts	38	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	supabase/functions/send-verification-email/index.ts	65	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	supabase/functions/send-verification-email/index.ts	69	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	supabase/functions/send-verification-email/index.ts	86	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	supabase/functions/send-verification-email/index.ts	154	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	supabase/functions/send-verification-email/index.ts	158	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	supabase/functions/send-verification-email/index.ts	359	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	supabase/functions/send-verification-email/index.ts	380	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	supabase/functions/send-verification-email/index.ts	453	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
