requirement_id,task_code,requirement_type,requirement_text,source_document,source_heading
REQ-01797,G19-02,اختبارات QA المطلوبة,Regression آلي يمنع عودة السبب بعد الدمج.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-02 — لوحات مؤشرات التشغيل
REQ-01798,G19-02,قبول: معيار القبول الرئيسي,المؤشرات قابلة للمطابقة مع المصدر.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-02 — لوحات مؤشرات التشغيل
REQ-01799,G19-02,قبول: معايير إضافية,CI أخضر؛ لا خطأ حرج؛ صلاحيات مختبرة؛ Staging يعمل؛ الأداء ضمن الميزانية؛ النصوص مترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-02 — لوحات مؤشرات التشغيل
REQ-01800,G19-02,قبول: المخرجات,كود + tests + migration/policy إن لزم + API/schema docs + screenshots/log evidence + release/rollback notes.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-02 — لوحات مؤشرات التشغيل
REQ-01801,G19-02,قبول: تعريف الاكتمال,Code review، QA sign-off، Security sign-off بحسب الخطر، Product acceptance، تحديث Decision/Change Log.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-02 — لوحات مؤشرات التشغيل
REQ-01802,G19-02,قبول: الخطر,تنفيذ الواجهة قبل عقد البيانات أو الصلاحيات يؤدي إلى إعادة بناء أو تسريب.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-02 — لوحات مؤشرات التشغيل
REQ-01803,G19-02,قبول: التراجع,Feature Flag وإيقاف endpoint/job، ثم rollback migration الآمن أو forward-fix مع حفظ البيانات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-02 — لوحات مؤشرات التشغيل
REQ-01804,G19-03,عمل المبرمج خطوة بخطوة,1. provider abstraction، prompt guards، logging redacted، human-in-loop.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01805,G19-03,عمل المبرمج خطوة بخطوة,2. قاموس أحداث versioned مع منع PII غير الضروري.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01806,G19-03,عمل المبرمج خطوة بخطوة,3. consent-aware collection وrole-based dashboard access.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01807,G19-03,عمل المبرمج خطوة بخطوة,4. AI مع human-in-the-loop وredaction وحدود تكلفة ومعدل.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01808,G19-03,عمل المبرمج خطوة بخطوة,5. تعريف API contract وحالات الخطأ والـrate limit قبل دمج الواجهة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01809,G19-03,عمل المبرمج خطوة بخطوة,6. إضافة unit/integration/E2E أو security tests بحسب حدود المهمة، وربطها بـCI.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01810,G19-03,عمل المبرمج خطوة بخطوة,7. نشرها خلف Feature Flag على Staging، جمع الدليل، ثم إعداد rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01811,G19-03,ما يجب أن يبنيه أو يعدله,وحدة المجال `analytics-ai`: entities/value objects/state rules من دون اعتماد مباشر على الواجهة أو المورد.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01812,G19-03,ما يجب أن يبنيه أو يعدله,طبقة application: use cases وخدمات تحقق ورسائل خطأ ثابتة ومترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01813,G19-03,ما يجب أن يبنيه أو يعدله,طبقة infrastructure: database/repository/provider adapter مع timeout/retry/idempotency عند الحاجة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01814,G19-03,ما يجب أن يبنيه أو يعدله,طبقة الواجهة: حالات loading/empty/error/forbidden/offline/success والهاتف وRTL/LTR.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01815,G19-03,ما يجب أن يبنيه أو يعدله,Schema/migration/index/policy عند وجود بيانات، مع forward migration وخطة rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01816,G19-03,ما يجب أن يبنيه أو يعدله,اختبارات وتسميات واضحة وربط كل حالة بمعيار قبول أو خطر.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01817,G19-03,الأمان والخصوصية,التحقق من authentication وauthorization على الخادم؛ إخفاء الزر ليس حماية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01818,G19-03,الأمان والخصوصية,عدم تسجيل token/secret/payment data/private message أو PII غير لازم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01819,G19-03,الأمان والخصوصية,تطبيق least privilege وdeny by default وrate limit وaudit على العمليات الحساسة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01820,G19-03,الأمان والخصوصية,تحديد retention والحذف والتصدير والوصول الإداري إن كانت المهمة تعالج بيانات شخصية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01821,G19-03,اختبارات QA المطلوبة,Happy path كامل ببيانات واقعية في Staging.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01822,G19-03,اختبارات QA المطلوبة,مدخلات ناقصة وخاطئة وحدود الحجم والعدد والحالة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01823,G19-03,اختبارات QA المطلوبة,انقطاع الشبكة، retry، duplicate request، refresh وعودة من جهاز آخر عند انطباقها.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01824,G19-03,اختبارات QA المطلوبة,مستخدم A مقابل مستخدم B، وزائر، ودور إداري محدود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01825,G19-03,اختبارات QA المطلوبة,العربية/الإنجليزية، RTL/LTR، هاتف متوسط، Chrome/Safari/Firefox للواجهات المتأثرة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01826,G19-03,اختبارات QA المطلوبة,Regression آلي يمنع عودة السبب بعد الدمج.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01827,G19-03,قبول: معيار القبول الرئيسي,لا حظر أو قرار مالي يصدر آليًا وحده.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01828,G19-03,قبول: معايير إضافية,CI أخضر؛ لا خطأ حرج؛ صلاحيات مختبرة؛ Staging يعمل؛ الأداء ضمن الميزانية؛ النصوص مترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01829,G19-03,قبول: المخرجات,كود + tests + migration/policy إن لزم + API/schema docs + screenshots/log evidence + release/rollback notes.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01830,G19-03,قبول: تعريف الاكتمال,Code review، QA sign-off، Security sign-off بحسب الخطر، Product acceptance، تحديث Decision/Change Log.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01831,G19-03,قبول: الخطر,تنفيذ الواجهة قبل عقد البيانات أو الصلاحيات يؤدي إلى إعادة بناء أو تسريب.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01832,G19-03,قبول: التراجع,Feature Flag وإيقاف endpoint/job، ثم rollback migration الآمن أو forward-fix مع حفظ البيانات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G19-03 — AI محدود وآمن
REQ-01833,G20-01,عمل المبرمج خطوة بخطوة,1. load scenarios، thresholds، bottleneck profiling وcapacity report.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01834,G20-01,عمل المبرمج خطوة بخطوة,2. تعريف SLO/SLI قبل load test.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01835,G20-01,عمل المبرمج خطوة بخطوة,3. قياس p50/p95/p99 والسعة والتكلفة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01836,G20-01,عمل المبرمج خطوة بخطوة,4. تمرين استعادة كامل وقرارات failover/read-only/kill switch.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01837,G20-01,عمل المبرمج خطوة بخطوة,5. تعريف API contract وحالات الخطأ والـrate limit قبل دمج الواجهة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01838,G20-01,عمل المبرمج خطوة بخطوة,6. إضافة unit/integration/E2E أو security tests بحسب حدود المهمة، وربطها بـCI.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01839,G20-01,عمل المبرمج خطوة بخطوة,7. نشرها خلف Feature Flag على Staging، جمع الدليل، ثم إعداد rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01840,G20-01,ما يجب أن يبنيه أو يعدله,وحدة المجال `reliability`: entities/value objects/state rules من دون اعتماد مباشر على الواجهة أو المورد.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01841,G20-01,ما يجب أن يبنيه أو يعدله,طبقة application: use cases وخدمات تحقق ورسائل خطأ ثابتة ومترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01842,G20-01,ما يجب أن يبنيه أو يعدله,طبقة infrastructure: database/repository/provider adapter مع timeout/retry/idempotency عند الحاجة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01843,G20-01,ما يجب أن يبنيه أو يعدله,طبقة الواجهة: حالات loading/empty/error/forbidden/offline/success والهاتف وRTL/LTR.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01844,G20-01,ما يجب أن يبنيه أو يعدله,Schema/migration/index/policy عند وجود بيانات، مع forward migration وخطة rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01845,G20-01,ما يجب أن يبنيه أو يعدله,اختبارات وتسميات واضحة وربط كل حالة بمعيار قبول أو خطر.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01846,G20-01,الأمان والخصوصية,التحقق من authentication وauthorization على الخادم؛ إخفاء الزر ليس حماية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01847,G20-01,الأمان والخصوصية,عدم تسجيل token/secret/payment data/private message أو PII غير لازم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01848,G20-01,الأمان والخصوصية,تطبيق least privilege وdeny by default وrate limit وaudit على العمليات الحساسة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01849,G20-01,الأمان والخصوصية,تحديد retention والحذف والتصدير والوصول الإداري إن كانت المهمة تعالج بيانات شخصية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01850,G20-01,اختبارات QA المطلوبة,Happy path كامل ببيانات واقعية في Staging.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01851,G20-01,اختبارات QA المطلوبة,مدخلات ناقصة وخاطئة وحدود الحجم والعدد والحالة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01852,G20-01,اختبارات QA المطلوبة,انقطاع الشبكة، retry، duplicate request، refresh وعودة من جهاز آخر عند انطباقها.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01853,G20-01,اختبارات QA المطلوبة,مستخدم A مقابل مستخدم B، وزائر، ودور إداري محدود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01854,G20-01,اختبارات QA المطلوبة,العربية/الإنجليزية، RTL/LTR، هاتف متوسط، Chrome/Safari/Firefox للواجهات المتأثرة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01855,G20-01,اختبارات QA المطلوبة,Regression آلي يمنع عودة السبب بعد الدمج.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01856,G20-01,قبول: معيار القبول الرئيسي,تحقيق SLOs المعتمدة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01857,G20-01,قبول: معايير إضافية,CI أخضر؛ لا خطأ حرج؛ صلاحيات مختبرة؛ Staging يعمل؛ الأداء ضمن الميزانية؛ النصوص مترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01858,G20-01,قبول: المخرجات,كود + tests + migration/policy إن لزم + API/schema docs + screenshots/log evidence + release/rollback notes.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01859,G20-01,قبول: تعريف الاكتمال,Code review، QA sign-off، Security sign-off بحسب الخطر، Product acceptance، تحديث Decision/Change Log.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01860,G20-01,قبول: الخطر,تنفيذ الواجهة قبل عقد البيانات أو الصلاحيات يؤدي إلى إعادة بناء أو تسريب.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01861,G20-01,قبول: التراجع,Feature Flag وإيقاف endpoint/job، ثم rollback migration الآمن أو forward-fix مع حفظ البيانات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-01 — اختبارات الأداء والضغط
REQ-01862,G20-02,عمل المبرمج خطوة بخطوة,1. query tuning، CDN policies، worker scaling، cost budgets.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01863,G20-02,عمل المبرمج خطوة بخطوة,2. تعريف SLO/SLI قبل load test.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01864,G20-02,عمل المبرمج خطوة بخطوة,3. قياس p50/p95/p99 والسعة والتكلفة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01865,G20-02,عمل المبرمج خطوة بخطوة,4. تمرين استعادة كامل وقرارات failover/read-only/kill switch.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01866,G20-02,عمل المبرمج خطوة بخطوة,5. تعريف API contract وحالات الخطأ والـrate limit قبل دمج الواجهة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01867,G20-02,عمل المبرمج خطوة بخطوة,6. إضافة unit/integration/E2E أو security tests بحسب حدود المهمة، وربطها بـCI.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01868,G20-02,عمل المبرمج خطوة بخطوة,7. نشرها خلف Feature Flag على Staging، جمع الدليل، ثم إعداد rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01869,G20-02,ما يجب أن يبنيه أو يعدله,وحدة المجال `reliability`: entities/value objects/state rules من دون اعتماد مباشر على الواجهة أو المورد.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01870,G20-02,ما يجب أن يبنيه أو يعدله,طبقة application: use cases وخدمات تحقق ورسائل خطأ ثابتة ومترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01871,G20-02,ما يجب أن يبنيه أو يعدله,طبقة infrastructure: database/repository/provider adapter مع timeout/retry/idempotency عند الحاجة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01872,G20-02,ما يجب أن يبنيه أو يعدله,طبقة الواجهة: حالات loading/empty/error/forbidden/offline/success والهاتف وRTL/LTR.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01873,G20-02,ما يجب أن يبنيه أو يعدله,Schema/migration/index/policy عند وجود بيانات، مع forward migration وخطة rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01874,G20-02,ما يجب أن يبنيه أو يعدله,اختبارات وتسميات واضحة وربط كل حالة بمعيار قبول أو خطر.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01875,G20-02,الأمان والخصوصية,التحقق من authentication وauthorization على الخادم؛ إخفاء الزر ليس حماية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01876,G20-02,الأمان والخصوصية,عدم تسجيل token/secret/payment data/private message أو PII غير لازم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01877,G20-02,الأمان والخصوصية,تطبيق least privilege وdeny by default وrate limit وaudit على العمليات الحساسة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01878,G20-02,الأمان والخصوصية,تحديد retention والحذف والتصدير والوصول الإداري إن كانت المهمة تعالج بيانات شخصية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01879,G20-02,اختبارات QA المطلوبة,Happy path كامل ببيانات واقعية في Staging.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01880,G20-02,اختبارات QA المطلوبة,مدخلات ناقصة وخاطئة وحدود الحجم والعدد والحالة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01881,G20-02,اختبارات QA المطلوبة,انقطاع الشبكة، retry، duplicate request، refresh وعودة من جهاز آخر عند انطباقها.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01882,G20-02,اختبارات QA المطلوبة,مستخدم A مقابل مستخدم B، وزائر، ودور إداري محدود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01883,G20-02,اختبارات QA المطلوبة,العربية/الإنجليزية، RTL/LTR، هاتف متوسط، Chrome/Safari/Firefox للواجهات المتأثرة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01884,G20-02,اختبارات QA المطلوبة,Regression آلي يمنع عودة السبب بعد الدمج.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01885,G20-02,قبول: معيار القبول الرئيسي,تحسن مقاس قبل/بعد موثق.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01886,G20-02,قبول: معايير إضافية,CI أخضر؛ لا خطأ حرج؛ صلاحيات مختبرة؛ Staging يعمل؛ الأداء ضمن الميزانية؛ النصوص مترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01887,G20-02,قبول: المخرجات,كود + tests + migration/policy إن لزم + API/schema docs + screenshots/log evidence + release/rollback notes.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01888,G20-02,قبول: تعريف الاكتمال,Code review، QA sign-off، Security sign-off بحسب الخطر، Product acceptance، تحديث Decision/Change Log.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01889,G20-02,قبول: الخطر,تنفيذ الواجهة قبل عقد البيانات أو الصلاحيات يؤدي إلى إعادة بناء أو تسريب.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01890,G20-02,قبول: التراجع,Feature Flag وإيقاف endpoint/job، ثم rollback migration الآمن أو forward-fix مع حفظ البيانات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-02 — التحسين والتوسع
REQ-01891,G20-03,عمل المبرمج خطوة بخطوة,1. backup validation، restore drill، runbooks، read-only mode، kill switches.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01892,G20-03,عمل المبرمج خطوة بخطوة,2. تعريف SLO/SLI قبل load test.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01893,G20-03,عمل المبرمج خطوة بخطوة,3. قياس p50/p95/p99 والسعة والتكلفة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01894,G20-03,عمل المبرمج خطوة بخطوة,4. تمرين استعادة كامل وقرارات failover/read-only/kill switch.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01895,G20-03,عمل المبرمج خطوة بخطوة,5. تعريف API contract وحالات الخطأ والـrate limit قبل دمج الواجهة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01896,G20-03,عمل المبرمج خطوة بخطوة,6. إضافة unit/integration/E2E أو security tests بحسب حدود المهمة، وربطها بـCI.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01897,G20-03,عمل المبرمج خطوة بخطوة,7. نشرها خلف Feature Flag على Staging، جمع الدليل، ثم إعداد rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01898,G20-03,ما يجب أن يبنيه أو يعدله,وحدة المجال `reliability`: entities/value objects/state rules من دون اعتماد مباشر على الواجهة أو المورد.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01899,G20-03,ما يجب أن يبنيه أو يعدله,طبقة application: use cases وخدمات تحقق ورسائل خطأ ثابتة ومترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01900,G20-03,ما يجب أن يبنيه أو يعدله,طبقة infrastructure: database/repository/provider adapter مع timeout/retry/idempotency عند الحاجة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01901,G20-03,ما يجب أن يبنيه أو يعدله,طبقة الواجهة: حالات loading/empty/error/forbidden/offline/success والهاتف وRTL/LTR.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01902,G20-03,ما يجب أن يبنيه أو يعدله,Schema/migration/index/policy عند وجود بيانات، مع forward migration وخطة rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01903,G20-03,ما يجب أن يبنيه أو يعدله,اختبارات وتسميات واضحة وربط كل حالة بمعيار قبول أو خطر.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01904,G20-03,الأمان والخصوصية,التحقق من authentication وauthorization على الخادم؛ إخفاء الزر ليس حماية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01905,G20-03,الأمان والخصوصية,عدم تسجيل token/secret/payment data/private message أو PII غير لازم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01906,G20-03,الأمان والخصوصية,تطبيق least privilege وdeny by default وrate limit وaudit على العمليات الحساسة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01907,G20-03,الأمان والخصوصية,تحديد retention والحذف والتصدير والوصول الإداري إن كانت المهمة تعالج بيانات شخصية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01908,G20-03,اختبارات QA المطلوبة,Happy path كامل ببيانات واقعية في Staging.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01909,G20-03,اختبارات QA المطلوبة,مدخلات ناقصة وخاطئة وحدود الحجم والعدد والحالة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01910,G20-03,اختبارات QA المطلوبة,انقطاع الشبكة، retry، duplicate request، refresh وعودة من جهاز آخر عند انطباقها.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01911,G20-03,اختبارات QA المطلوبة,مستخدم A مقابل مستخدم B، وزائر، ودور إداري محدود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01912,G20-03,اختبارات QA المطلوبة,العربية/الإنجليزية، RTL/LTR، هاتف متوسط، Chrome/Safari/Firefox للواجهات المتأثرة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01913,G20-03,اختبارات QA المطلوبة,Regression آلي يمنع عودة السبب بعد الدمج.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01914,G20-03,قبول: معيار القبول الرئيسي,تمرين استعادة ناجح وموقع عليه.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01915,G20-03,قبول: معايير إضافية,CI أخضر؛ لا خطأ حرج؛ صلاحيات مختبرة؛ Staging يعمل؛ الأداء ضمن الميزانية؛ النصوص مترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01916,G20-03,قبول: المخرجات,كود + tests + migration/policy إن لزم + API/schema docs + screenshots/log evidence + release/rollback notes.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
REQ-01917,G20-03,قبول: تعريف الاكتمال,Code review، QA sign-off، Security sign-off بحسب الخطر، Product acceptance، تحديث Decision/Change Log.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G20-03 — التعافي من الكوارث
